date,home_team,away_team,home_outcome,avg_odd_home_win,avg_odd_draw,avg_odd_away_win,home_ranking,away_ranking,last_home_result,last_away_result
11/08/2018,2,5,2,6.552,7.232,3.881,12,19,0,0
11/08/2018,9,7,0,6.742,7.169,2.8,19,11,0,0
11/08/2018,10,6,0,9.071,8.001,2.156,16,5,0,0
11/08/2018,17,23,0,7.552,7.373,2.266,10,3,0,0
11/08/2018,24,3,2,6.69,6.894,3.15,14,15,0,0
11/08/2018,27,8,1,6.568,6.868,3.043,18,8,0,0
12/08/2018,0,14,0,7.591,7.473,2.122,6,1,0,0
12/08/2018,19,4,1,6.547,7.054,4.295,17,7,0,0
18/08/2018,5,17,1,7.335,7.042,2.599,19,10,-1,-1
18/08/2018,6,0,2,6.744,7.605,3.799,5,6,1,-1
18/08/2018,8,19,2,6.677,7.15,3.933,8,17,0,0
18/08/2018,12,27,2,6.8,7.304,3.433,9,18,-1,0
18/08/2018,23,9,2,7.417,9.088,9.057,3,20,1,-1
18/08/2018,26,2,0,6.805,7.49,3.269,13,12,-1,1
19/08/2018,3,15,2,8.837,7.775,2.215,15,2,-1,1
19/08/2018,4,24,0,7.059,6.939,3.165,7,14,0,1
20/08/2018,7,13,0,9.88,8.742,2.068,11,4,1,1
25/08/2018,0,26,2,7.075,7.951,6.853,6,13,-1,-1
25/08/2018,2,8,1,7.032,7.32,2.598,12,8,1,1
25/08/2018,10,5,1,6.906,6.918,3.337,16,18,-1,0
25/08/2018,19,12,0,6.935,7.179,3.003,17,9,-1,1
26/08/2018,9,4,2,6.574,6.883,3.753,18,7,-1,-1
26/08/2018,17,6,0,8.912,8.163,2.112,10,5,0,1
26/08/2018,24,7,2,7.127,7.199,2.816,14,11,1,-1
27/08/2018,15,23,0,7.138,7.355,2.747,2,3,-1,1
01/09/2018,3,9,1,6.527,7.024,3.118,15,18,-1,1
01/09/2018,6,2,2,7.065,8.506,8.244,5,12,1,0
01/09/2018,7,19,0,6.335,6.821,3.719,11,17,-1,-1
01/09/2018,8,10,1,6.478,7.281,6.118,8,16,0,0
01/09/2018,12,13,0,9.81,8.775,2.143,9,4,1,1
01/09/2018,26,27,0,6.767,7.203,2.733,13,19,-1,0
02/09/2018,4,15,0,8.73,7.649,2.192,7,2,-1,-1
02/09/2018,5,0,0,8.96,8.06,2.105,19,6,0,1
02/09/2018,24,23,2,8.534,7.915,2.068,14,3,1,1
15/09/2018,2,12,2,6.713,7.222,2.83,12,9,-1,-1
15/09/2018,10,7,0,7.269,7.055,2.559,16,11,0,-1
15/09/2018,17,0,0,7.717,7.512,2.139,10,6,-1,1
15/09/2018,23,13,0,7.047,7.315,2.339,3,4,-1,1
15/09/2018,24,15,0,7.917,7.655,2.196,14,2,1,1
16/09/2018,8,26,0,6.567,7.209,3.338,8,13,0,-1
16/09/2018,27,4,2,6.574,7.132,4.704,18,7,1,-1
17/09/2018,19,3,1,6.475,6.85,3.5,17,15,1,0
22/09/2018,3,23,0,8.34,7.943,2.101,15,3,0,-1
22/09/2018,4,2,2,7.075,7.314,2.547,7,12,-1,1
22/09/2018,7,17,1,6.7,7.241,3.363,11,10,1,-1
22/09/2018,9,24,1,6.873,7.339,2.724,18,14,-1,-1
22/09/2018,12,10,2,6.734,7.573,5.359,9,16,-1,-1
22/09/2018,15,27,1,6.713,7.782,5.268,2,20,1,1
23/09/2018,0,8,2,6.661,7.375,5.689,6,8,1,-1
23/09/2018,26,6,1,9.002,8.37,2.04,13,5,1,1
29/09/2018,0,24,2,6.764,7.508,5.565,6,14,1,0
29/09/2018,6,13,1,7.063,7.323,2.46,5,4,0,1
29/09/2018,8,9,2,6.429,7.356,3.944,8,18,-1,0
29/09/2018,10,23,0,10.314,8.79,2.202,16,3,-1,1
29/09/2018,17,12,0,6.913,7.212,2.822,10,9,0,1
29/09/2018,26,15,2,7.924,7.686,2.143,13,2,0,0
29/09/2018,27,19,2,6.681,7.336,4.203,19,17,0,-1
30/09/2018,5,4,0,6.913,6.945,2.996,19,7,-1,1
01/10/2018,2,7,2,6.641,7.22,3.007,12,11,-1,0
05/10/2018,3,26,2,6.507,6.783,2.725,15,13,-1,1
06/10/2018,4,10,1,6.28,6.445,3.778,7,16,1,-1
06/10/2018,7,27,0,6.537,6.639,2.632,11,19,-1,1
06/10/2018,12,8,0,6.173,6.734,3.166,9,8,1,1
06/10/2018,15,17,2,6.419,7.557,6.585,2,10,-1,-1
06/10/2018,24,2,0,6.266,6.947,3.139,14,12,-1,1
07/10/2018,9,0,0,7.746,7.202,2.005,19,6,-1,1
07/10/2018,13,14,1,6.338,6.743,2.644,4,1,0,1
07/10/2018,19,6,0,8.557,7.766,2.113,17,5,-1,0
20/10/2018,2,19,1,6.449,7.087,3.347,12,17,1,-1
20/10/2018,5,9,2,6.741,7.121,2.766,20,18,-1,-1
20/10/2018,6,15,1,6.443,7.22,4.32,5,2,1,1
20/10/2018,17,3,0,6.506,6.664,3.464,10,15,-1,1
20/10/2018,26,23,0,7.488,7.375,2.121,13,3,-1,1
20/10/2018,27,24,0,6.429,7.093,4.537,20,14,1,-1
21/10/2018,8,7,2,6.426,7.032,4.01,8,11,1,-1
22/10/2018,0,12,2,6.497,6.881,5.199,6,9,1,-1
27/10/2018,3,27,2,7.033,6.622,2.56,15,19,1,-1
27/10/2018,9,2,0,6.849,6.905,2.381,18,12,-1,0
27/10/2018,12,26,1,6.481,6.737,3.335,9,13,-1,-1
27/10/2018,19,17,1,6.492,6.616,3.497,17,10,0,-1
27/10/2018,24,10,2,6.439,6.854,4.48,14,16,1,-1
28/10/2018,7,0,1,7.932,7.381,2.049,11,6,-1,1
28/10/2018,15,8,2,6.419,6.998,4.366,2,8,0,1
29/10/2018,23,14,0,7.974,7.309,2.052,3,1,1,1
03/11/2018,0,13,1,7.248,7.278,2.179,6,4,0,1
03/11/2018,2,15,0,7.281,7.214,2.233,12,2,1,1
03/11/2018,5,12,0,7.338,7.049,2.347,19,9,-1,0
03/11/2018,8,3,2,6.518,7.285,5.302,8,15,-1,1
03/11/2018,17,24,2,6.754,6.856,2.736,10,14,0,1
03/11/2018,26,4,2,6.448,7.105,4.4,13,7,0,-1
03/11/2018,27,23,0,6.949,6.558,2.469,18,3,-1,-1
05/11/2018,10,9,2,6.325,6.724,3.031,16,20,-1,-1
10/11/2018,5,3,2,6.578,6.55,2.948,19,15,-1,-1
10/11/2018,7,23,0,7.861,7.406,2.127,11,3,-1,1
10/11/2018,10,26,1,7.144,6.955,2.449,16,13,1,1
10/11/2018,12,4,1,6.595,7.552,5.971,9,7,1,-1
10/11/2018,17,2,2,6.819,6.977,2.576,10,12,1,-1
10/11/2018,19,24,1,6.632,6.894,2.875,17,14,-1,-1
11/11/2018,0,27,1,6.437,7.334,4.645,6,19,0,-1
11/11/2018,6,8,1,6.643,7.588,6.36,5,8,1,1
11/11/2018,14,15,2,6.693,7.728,6.547,1,2,1,1
24/11/2018,3,12,1,6.843,6.887,2.665,15,9,-1,0
24/11/2018,8,5,2,6.689,7.893,6.772,8,18,0,1
24/11/2018,9,19,2,6.711,7.007,2.668,20,17,-1,0
24/11/2018,15,7,1,6.71,7.981,6.819,2,11,-1,-1
24/11/2018,23,6,2,6.817,7.055,2.508,3,5,1,0
24/11/2018,24,13,0,8.967,8.105,2.09,14,4,0,1
25/11/2018,2,0,0,7.298,7.041,2.141,12,6,-1,0
25/11/2018,27,10,0,6.629,7.407,6.52,20,16,0,0
26/11/2018,4,17,0,6.827,6.693,2.714,7,10,0,1
30/11/2018,5,27,2,7.315,6.88,2.42,20,18,-1,-1
01/12/2018,7,4,2,6.499,7.096,5.292,11,7,0,-1
01/12/2018,10,3,0,6.625,6.435,3.22,16,15,1,0
01/12/2018,12,24,2,6.535,6.755,3.172,9,14,0,-1
01/12/2018,17,26,0,6.636,6.765,2.907,10,13,1,-1
01/12/2018,19,15,1,7.686,7.195,2.199,17,2,-1,0
02/12/2018,0,23,2,6.71,6.777,2.564,6,3,1,1
02/12/2018,13,8,2,6.717,7.847,6.988,4,8,1,1
04/12/2018,2,10,2,6.457,7.05,4.741,12,16,-1,-1
04/12/2018,3,7,2,6.865,6.566,2.729,15,11,1,1
04/12/2018,26,5,2,6.224,6.991,4.823,13,20,1,1
05/12/2018,8,17,1,6.515,7.138,5.478,8,10,-1,-1
05/12/2018,9,12,1,6.928,6.959,2.426,18,9,-1,1
05/12/2018,15,0,1,6.602,6.929,2.754,2,6,0,1
05/12/2018,23,19,2,6.765,7.982,7.372,3,17,-1,0
05/12/2018,27,6,2,8.105,7.393,2.137,18,5,-1,1
08/12/2018,2,13,0,8.774,7.628,2.05,12,4,1,1
08/12/2018,4,3,2,6.824,6.579,2.747,7,15,-1,1
08/12/2018,5,19,2,6.845,6.775,2.624,19,17,-1,-1
08/12/2018,6,14,2,7.527,7.29,2.146,5,1,-1,1
08/12/2018,12,23,0,7.448,7.161,2.206,9,3,0,1
08/12/2018,15,9,2,6.837,8.266,7.645,2,18,0,0
08/12/2018,26,7,2,6.531,6.808,3.1,13,11,1,-1
09/12/2018,17,27,0,6.849,6.596,2.692,10,20,0,1
10/12/2018,8,24,1,6.421,7.065,4.23,8,14,0,-1
15/12/2018,7,12,2,6.483,6.567,2.872,11,9,-1,-1
15/12/2018,9,26,0,6.667,6.917,2.405,20,13,-1,1
15/12/2018,10,17,0,6.485,6.385,2.987,16,10,-1,-1
15/12/2018,24,5,2,6.255,7.033,4.971,14,19,0,1
15/12/2018,27,2,2,6.0,6.776,3.627,19,12,1,-1
16/12/2018,3,6,0,9.571,8.092,2.195,15,5,-1,1
16/12/2018,13,15,2,6.292,7.383,5.22,4,2,1,1
16/12/2018,19,0,2,7.32,7.134,2.113,17,6,-1,1
21/12/2018,27,13,0,9.036,7.724,2.2,18,4,1,1
22/12/2018,2,3,2,6.206,6.825,3.809,12,15,-1,-1
22/12/2018,5,15,0,8.737,7.737,2.127,19,2,-1,-1
22/12/2018,6,12,0,6.718,8.095,8.502,5,9,1,-1
22/12/2018,10,19,0,6.73,6.574,2.64,16,17,-1,1
22/12/2018,17,9,1,6.213,6.802,3.558,10,18,1,-1
22/12/2018,26,24,0,6.23,6.689,2.877,13,14,1,1
23/12/2018,8,23,0,6.828,6.762,2.351,8,3,-1,1
26/12/2018,3,0,1,8.217,7.53,2.104,15,6,-1,1
26/12/2018,4,8,0,7.698,7.128,2.218,7,8,-1,-1
26/12/2018,7,5,1,6.353,7.16,4.826,11,19,1,-1
26/12/2018,9,27,1,6.947,6.858,2.444,19,18,0,-1
26/12/2018,23,2,2,6.703,8.203,7.558,3,12,1,1
26/12/2018,24,6,0,8.095,7.487,2.104,14,5,1,-1
27/12/2018,19,26,0,6.42,6.895,2.994,17,13,1,-1
29/12/2018,3,8,2,7.084,6.94,2.333,15,8,0,1
29/12/2018,9,10,2,6.348,6.614,3.601,18,16,0,-1
29/12/2018,12,5,0,6.41,7.319,5.224,9,19,1,0
29/12/2018,13,0,2,6.439,7.74,5.272,4,6,1,0
29/12/2018,23,27,0,6.707,7.92,7.592,3,19,1,0
29/12/2018,24,17,1,6.309,6.971,4.046,14,10,-1,-1
30/12/2018,4,26,2,6.883,6.851,2.342,7,13,-1,1
30/12/2018,7,6,0,8.114,7.503,2.11,11,5,0,1
30/12/2018,15,2,2,6.676,8.15,7.475,2,12,1,-1
01/01/2019,0,9,2,6.606,8.222,7.491,6,19,-1,1
01/01/2019,5,23,0,9.454,8.053,2.123,18,3,1,-1
01/01/2019,8,12,0,6.241,6.727,3.553,8,9,-1,-1
02/01/2019,2,24,1,6.467,6.839,2.644,12,14,-1,0
02/01/2019,10,4,0,6.265,6.378,3.656,16,7,-1,1
02/01/2019,17,15,0,8.668,7.689,2.066,10,2,0,1
02/01/2019,26,3,1,6.203,6.834,3.59,13,15,-1,1
02/01/2019,27,7,0,6.24,6.533,3.734,19,11,1,-1
03/01/2019,14,13,2,6.252,6.984,3.126,1,4,1,1
12/01/2019,4,9,2,6.581,6.964,3.047,7,19,1,-1
12/01/2019,5,10,1,6.522,6.755,3.386,19,16,-1,-1
12/01/2019,7,24,0,6.521,7.023,3.178,11,14,1,0
12/01/2019,12,19,0,6.426,7.109,3.821,9,17,1,0
12/01/2019,26,0,2,7.245,7.411,2.161,13,6,0,1
13/01/2019,8,2,2,6.419,7.381,4.062,8,12,-1,0
13/01/2019,23,15,0,6.477,7.198,3.248,3,2,1,1
19/01/2019,0,6,2,6.738,7.053,2.349,6,5,-1,1
19/01/2019,2,26,2,6.353,6.895,2.78,12,13,-1,1
19/01/2019,15,3,2,6.797,8.389,8.982,2,15,1,-1
19/01/2019,17,5,2,6.238,6.729,3.906,10,20,-1,0
19/01/2019,19,8,2,6.527,6.848,2.633,17,8,1,1
19/01/2019,24,4,1,6.231,7.204,4.801,14,7,1,1
19/01/2019,27,12,2,6.342,6.549,3.198,18,9,-1,-1
20/01/2019,9,23,0,8.197,7.405,2.161,19,3,-1,-1
29/01/2019,9,3,2,6.368,6.709,3.091,18,15,-1,-1
29/01/2019,10,8,0,7.332,6.944,2.319,16,8,-1,-1
29/01/2019,27,26,2,6.257,6.855,3.405,20,13,1,-1
30/01/2019,2,6,2,8.338,7.767,2.079,12,5,1,-1
30/01/2019,19,7,1,6.349,6.803,2.979,17,11,1,-1
30/01/2019,23,24,2,6.227,7.196,4.785,3,14,1,0
02/02/2019,3,24,1,6.342,6.642,2.833,15,14,-1,-1
02/02/2019,4,19,1,6.343,6.707,2.782,7,17,0,0
02/02/2019,5,2,2,6.706,6.864,2.38,20,12,-1,1
02/02/2019,7,9,2,6.116,6.776,3.475,11,20,0,1
02/02/2019,8,27,0,6.249,6.685,2.976,8,20,1,1
02/02/2019,23,17,2,6.404,7.465,7.201,3,10,1,1
03/02/2019,12,15,0,6.981,6.924,2.266,9,2,0,0
03/02/2019,14,0,2,6.573,8.488,7.369,1,6,-1,1
04/02/2019,26,13,1,9.93,8.733,2.157,13,4,-1,0
09/02/2019,3,4,0,6.012,6.504,3.727,15,7,0,0
09/02/2019,7,26,1,6.024,6.621,3.354,11,13,1,0
09/02/2019,9,15,0,8.044,7.517,2.049,20,2,-1,1
09/02/2019,10,0,0,8.26,7.634,2.096,16,6,-1,-1
09/02/2019,19,5,0,5.982,6.802,4.321,17,18,0,1
09/02/2019,24,8,2,6.123,6.637,2.957,14,8,0,-1
10/02/2019,14,6,2,6.1,7.241,5.518,1,5,1,1
10/02/2019,23,12,2,5.996,6.889,4.641,3,9,1,-1
11/02/2019,27,17,1,6.002,6.772,4.898,19,10,1,-1
22/02/2019,5,24,0,6.382,6.556,2.49,19,14,1,1
22/02/2019,26,9,2,5.982,6.823,3.562,13,19,0,-1
23/02/2019,2,27,1,6.383,6.601,2.603,12,18,-1,0
23/02/2019,4,23,2,8.027,7.304,2.119,7,3,1,1
23/02/2019,12,7,0,5.95,6.421,3.279,9,11,-1,0
23/02/2019,17,10,2,5.873,6.447,4.528,10,16,0,-1
24/02/2019,0,19,2,5.963,7.161,5.626,6,17,1,-1
24/02/2019,15,13,1,6.528,6.773,2.385,2,4,1,1
26/02/2019,5,8,0,7.032,6.85,2.328,19,8,-1,-1
26/02/2019,10,27,2,7.89,6.938,2.282,16,19,-1,0
26/02/2019,12,3,2,6.106,6.713,3.927,9,15,-1,-1
26/02/2019,17,4,2,6.163,6.59,3.503,10,7,1,1
27/02/2019,0,2,2,6.257,7.634,6.168,6,12,1,0
27/02/2019,6,23,2,6.226,6.761,2.96,5,3,-1,-1
27/02/2019,7,15,0,6.689,6.855,2.386,11,2,1,0
27/02/2019,19,9,2,6.095,6.811,3.756,17,20,-1,-1
02/03/2019,3,10,2,6.006,6.47,4.514,15,16,-1,1
02/03/2019,4,7,0,6.359,6.558,2.652,7,11,-1,-1
02/03/2019,15,19,2,6.181,7.357,6.552,2,17,1,1
02/03/2019,23,0,1,5.898,6.763,3.297,3,6,-1,1
02/03/2019,26,17,2,6.029,6.526,3.323,13,10,-1,1
02/03/2019,27,5,2,6.117,7.169,6.13,19,18,-1,-1
03/03/2019,8,13,1,8.279,7.518,2.118,8,4,1,1
03/03/2019,9,6,0,8.772,7.948,2.085,18,5,-1,1
03/03/2019,24,12,2,6.192,6.57,2.86,14,9,-1,1
09/03/2019,5,26,2,6.766,6.759,2.314,18,13,-1,1
09/03/2019,7,3,0,5.98,6.632,4.214,11,15,1,1
09/03/2019,10,2,0,6.739,6.626,2.428,16,12,-1,-1
09/03/2019,12,9,2,6.015,7.21,4.854,9,19,-1,-1
09/03/2019,17,8,2,6.353,6.475,2.746,10,8,-1,0
09/03/2019,19,23,2,7.321,7.144,2.136,17,3,-1,0
10/03/2019,0,15,2,6.156,6.739,2.76,6,2,0,1
10/03/2019,6,27,1,6.08,7.067,5.75,5,18,1,1
16/03/2019,2,17,1,6.136,6.719,3.386,12,10,1,1
16/03/2019,4,12,0,6.644,6.762,2.461,7,9,-1,1
16/03/2019,26,10,2,6.176,7.173,5.605,13,16,-1,-1
17/03/2019,8,6,2,7.325,7.111,2.179,8,5,-1,0
30/03/2019,3,19,0,6.125,6.189,2.953,15,17,1,1
30/03/2019,4,27,2,6.576,6.535,2.535,7,18,-1,0
30/03/2019,7,10,2,6.214,7.238,6.878,11,16,-1,-1
30/03/2019,12,2,2,5.982,6.833,3.826,9,12,1,0
30/03/2019,15,24,2,6.165,7.435,6.477,2,14,-1,-1
30/03/2019,26,8,0,6.216,6.659,2.714,13,8,1,1
31/03/2019,5,6,0,9.979,8.221,2.231,20,5,1,-1
31/03/2019,13,23,2,6.009,7.103,4.87,4,3,1,-1
01/04/2019,0,17,2,6.157,7.608,7.105,6,10,1,0
02/04/2019,24,9,2,6.082,6.696,4.205,14,18,-1,-1
02/04/2019,27,15,2,7.318,7.044,2.232,20,2,-1,1
03/04/2019,23,7,2,6.258,7.483,6.052,3,11,-1,1
05/04/2019,19,13,0,10.239,8.608,2.261,17,4,1,1
06/04/2019,2,4,0,6.136,6.708,3.291,12,7,-1,1
06/04/2019,10,12,0,8.046,7.299,2.131,16,9,-1,1
06/04/2019,17,7,0,6.338,6.598,2.907,10,11,-1,-1
07/04/2019,8,0,2,6.626,6.976,2.349,8,6,1,1
08/04/2019,6,26,2,6.423,7.979,7.898,5,13,1,-1
12/04/2019,12,17,0,6.141,6.924,4.927,9,10,1,-1
13/04/2019,3,2,0,6.099,6.545,3.133,15,12,-1,-1
13/04/2019,4,5,2,6.108,6.786,3.86,7,19,1,-1
13/04/2019,9,8,2,7.726,7.447,2.08,19,8,-1,1
13/04/2019,15,26,2,6.352,7.781,6.532,2,13,-1,-1
13/04/2019,19,27,2,6.371,6.583,2.866,17,19,-1,1
14/04/2019,13,6,2,6.098,7.169,4.486,4,5,1,1
15/04/2019,24,0,0,6.601,6.843,2.25,14,6,1,-1
16/04/2019,3,5,0,5.903,6.243,3.908,15,20,-1,-1
20/04/2019,2,9,0,5.856,6.985,4.284,12,18,1,1
20/04/2019,10,24,0,7.381,7.017,2.134,16,14,-1,-1
20/04/2019,14,23,2,6.698,8.646,8.72,1,3,1,1
20/04/2019,17,19,2,6.318,6.536,3.006,10,17,1,1
20/04/2019,26,12,1,6.582,6.757,2.349,13,9,-1,-1
20/04/2019,27,3,1,6.01,6.604,4.872,19,15,-1,-1
21/04/2019,0,7,0,5.934,7.118,5.438,6,11,1,-1
21/04/2019,8,15,2,6.73,6.755,2.352,8,2,-1,1
23/04/2019,24,19,1,6.195,6.641,3.047,14,17,1,-1
24/04/2019,15,14,0,9.256,8.245,2.081,2,1,-1,1
24/04/2019,27,0,2,6.422,6.586,2.494,20,6,0,-1
27/04/2019,3,17,1,6.209,6.42,3.286,15,10,-1,1
27/04/2019,7,8,1,6.362,6.65,2.695,11,8,1,1
27/04/2019,9,5,2,6.252,6.875,2.795,20,19,1,-1
27/04/2019,19,2,1,6.081,6.953,3.64,17,12,0,-1
27/04/2019,23,26,0,6.303,7.758,6.05,3,13,1,0
27/04/2019,24,27,0,6.369,6.635,2.796,14,19,0,1
28/04/2019,12,0,2,6.425,6.832,2.481,9,6,0,-1
28/04/2019,15,6,1,6.398,6.68,2.616,2,5,-1,0
03/05/2019,8,4,2,6.016,6.835,4.849,8,7,0,-1
04/05/2019,2,23,2,7.273,7.172,2.103,12,3,0,-1
04/05/2019,5,7,0,6.374,6.83,2.592,19,11,-1,0
04/05/2019,26,19,2,6.113,6.699,2.811,13,17,1,0
04/05/2019,27,9,2,6.074,6.968,5.726,19,19,1,1
05/05/2019,0,3,1,6.251,7.535,7.075,6,15,-1,0
05/05/2019,6,24,2,6.26,7.615,6.848,5,14,0,-1
12/05/2019,4,0,0,6.59,6.887,2.244,7,6,-1,0
12/05/2019,7,2,2,6.077,7.058,3.446,11,12,1,1
12/05/2019,9,17,0,6.328,6.86,2.66,19,10,-1,-1
12/05/2019,12,6,1,6.265,6.909,2.726,9,5,-1,1
12/05/2019,13,27,2,6.619,8.266,8.563,4,20,1,1
12/05/2019,15,5,0,6.563,8.631,8.438,2,18,0,-1
12/05/2019,19,10,1,6.204,7.47,6.521,17,16,-1,0
12/05/2019,23,8,1,6.153,6.795,3.233,3,8,-1,1
12/05/2019,24,26,0,6.192,6.87,2.88,14,13,-1,1
